n,ij,ji
4978,206.03,258.04
4979,206.63,245.21
4980,185.35,254.17
4981,193.76,250.96
4982,215.63,264.60
4983,216.80,266.40
4984,213.05,278.10
4985,215.74,260.40
4986,207.99,243.31
4987,235.12,274.25
4988,212.46,274.71
4989,208.67,280.71
4990,322.04,303.81
4991,315.92,291.21
4992,192.36,230.38
4993,199.88,242.39
4994,212.70,318.05
4995,240.68,275.09
4996,227.20,265.46
4997,197.03,256.11
4998,248.35,346.82
4999,215.00,348.35
5000,215.04,278.17
5001,201.98,286.10
5002,216.62,292.59
5003,192.94,258.55
5004,192.93,238.59
5005,214.61,241.48
5006,227.64,273.27
5007,218.37,283.90
5008,191.85,259.53
5009,196.06,240.30
5010,198.14,261.97
5011,197.14,253.61
5012,184.73,267.09
5013,195.80,258.18
5014,215.88,288.84
5015,226.24,269.07
5016,189.92,254.59
5017,198.71,257.39
5018,198.98,255.01
5019,185.70,231.98
5020,197.49,255.39
5021,198.56,249.26
5022,243.25,270.54
5023,245.72,273.79
5024,193.91,257.37
5025,197.30,264.12
5026,213.26,273.69
5027,194.08,253.36
5028,190.40,247.50
5029,200.25,258.28
5030,218.41,281.55
5031,211.52,280.48
5032,202.28,260.63
5033,190.79,247.73
5034,214.19,305.88
5035,195.88,253.82
5036,200.67,253.79
5037,242.19,248.81
5038,254.87,277.40
5039,221.51,252.15
5040,258.42,293.87
5041,208.71,286.15
5042,218.83,284.21
5043,207.18,273.40
5044,190.52,240.32
5045,199.75,254.08
5046,203.28,260.15
5047,222.05,280.51
5048,196.64,253.67
5049,193.38,257.35
5050,202.33,251.22
5051,198.31,248.27
5052,207.37,271.74
5053,206.17,250.75
5054,249.46,254.09
5055,250.40,257.76
5056,203.92,233.31
5057,204.44,263.90
5058,195.61,251.46
5059,187.64,240.56
5060,192.08,250.87
5061,190.33,252.08
5062,235.51,324.31
5063,227.54,303.37
5064,225.71,280.81
5065,242.20,314.30
5066,246.53,298.02
5067,209.62,291.35
5068,282.66,326.93
5069,247.33,295.57
5070,245.21,298.47
5071,215.47,294.45
5072,186.24,249.27
5073,195.83,246.06
5074,191.69,257.26
5075,192.14,269.76
5076,187.39,257.60
5077,186.07,256.99
5078,199.73,268.82
5079,201.41,262.97
5080,191.55,261.60
5081,191.20,255.50
5082,188.99,239.88
5083,184.32,238.25
5084,182.64,245.43
5085,186.73,249.44
5086,225.47,342.95
5087,228.29,339.54
5088,187.89,241.57
5089,181.58,257.08
5090,186.39,243.45
5091,186.74,253.70
5092,184.38,264.16
5093,184.55,263.03
5094,202.05,267.07
5095,201.51,287.13
5096,223.24,310.07
5097,264.01,318.88
5098,217.06,292.17
5099,232.09,313.03
5100,231.32,293.74
5101,202.01,304.50
5102,281.56,367.78
5103,232.83,297.08
5104,206.22,262.89
5105,234.47,272.31
5106,191.34,273.56
5107,196.58,256.39
5108,238.83,323.86
5109,255.17,345.59
5110,234.29,274.48
5111,235.20,318.41
5112,203.97,262.80
5113,290.32,354.01
5114,218.85,257.08
5115,214.49,292.43
5116,247.17,304.36
5117,201.37,258.27
5118,489.95,411.45
5119,495.31,420.11
5120,238.75,364.39
5121,229.12,297.52
5122,209.02,283.69
5123,231.53,305.25
5124,263.50,310.85
5125,217.16,325.99
5126,256.93,302.90
5127,259.13,311.19
5128,206.57,261.83
5129,212.99,288.61
5130,281.62,423.65
5131,229.05,301.76
5132,225.37,291.50
5133,228.89,332.82
5134,270.15,340.69
5135,279.71,375.98
5136,237.53,336.27
5137,273.09,332.38
5138,266.80,316.94
5139,233.72,297.33
5140,213.28,282.86
5141,272.59,296.75
5142,235.45,256.56
5143,217.74,223.76
5144,212.30,195.89
5145,255.48,227.50
5146,190.37,219.12
5147,181.42,212.71
5148,190.79,238.30
5149,219.82,243.51
5150,270.23,309.41
5151,311.93,288.85
5152,219.93,220.19
5153,175.28,210.66
5154,283.82,291.73
5155,197.50,243.05
5156,210.36,217.56
5157,226.28,223.17
5158,222.85,260.15
5159,214.84,235.22
5160,208.30,241.18
5161,212.35,235.31
5162,195.45,250.18
5163,208.42,231.19
5164,211.90,243.10
5165,206.11,252.41
5166,235.09,287.96
5167,239.16,303.51
5168,219.78,249.55
5169,228.09,285.26
5170,236.47,279.08
5171,241.57,295.23
5172,222.95,249.91
5173,196.15,238.34
5174,325.57,316.51
5175,372.31,368.82
5176,276.56,315.37
5177,286.56,346.98
5178,243.78,260.50
5179,230.97,261.28
5180,205.35,239.62
5181,259.61,292.59
5182,414.29,363.89
5183,308.81,282.40
5184,252.50,272.37
5185,241.64,287.50
5186,261.66,308.44
5187,242.32,273.61
5188,278.41,324.14
5189,258.77,301.24
5190,264.08,285.44
5191,293.56,334.20
5192,223.51,264.14
5193,210.24,272.42
5194,241.17,258.90
5195,219.15,322.96
5196,250.47,286.95
5197,233.73,277.75
5198,258.16,291.66
5199,247.58,287.98
5200,210.95,279.26
5201,245.18,248.06
5202,208.15,297.84
5203,234.48,269.43
5204,279.17,267.99
5205,280.11,335.77
5206,259.01,278.58
5207,234.78,263.75
5208,210.17,290.21
5209,280.30,328.48
5210,318.35,342.92
5211,290.17,322.82
5212,241.38,283.43
5213,201.67,257.45
5214,296.12,294.75
5215,239.52,283.22
5216,202.00,238.11
5217,239.31,249.23
5218,208.84,240.53
5219,216.04,253.46
5220,242.79,255.65
5221,241.96,273.97
5222,227.59,267.28
5223,244.78,268.34
5224,222.76,271.09
5225,206.12,252.92
5226,226.01,252.81
5227,207.43,246.34
5228,268.71,266.28
5229,204.38,257.97
5230,270.27,296.24
5231,272.79,299.64
5232,211.30,242.05
5233,229.63,245.06
5234,222.35,261.34
5235,215.64,263.56
5236,210.00,261.62
5237,244.36,251.49
5238,230.09,291.70
5239,236.23,280.98
5240,228.25,258.29
5241,231.64,300.41
5242,218.81,257.21
5243,271.08,279.35
5244,256.82,300.43
5245,218.39,235.64
5246,436.84,350.98
5247,368.00,358.17
5248,263.45,284.03
5249,233.66,248.84
5250,208.50,236.07
5251,255.98,275.48
5252,232.69,267.40
5253,204.15,258.25
5254,236.00,254.32
5255,222.70,258.50
5256,210.84,267.06
5257,219.50,252.66
5258,222.82,260.44
5259,207.93,239.27
5260,253.63,289.54
5261,306.71,377.38
5262,376.47,313.32
5263,331.17,309.08
5264,231.40,395.11
5265,237.98,274.92
5266,310.54,348.26
5267,229.09,272.85
5268,253.05,302.98
5269,225.79,263.00
5270,248.38,290.26
5271,240.98,291.94
5272,227.57,267.76
5273,313.66,360.13
5274,345.53,532.29
5275,384.89,463.33
5276,334.00,360.59
5277,247.67,254.50
5278,261.07,316.03
5279,258.20,307.83
5280,252.90,263.98
5281,211.88,253.93
5282,243.88,267.15
5283,218.30,264.92
5284,209.15,260.67
5285,228.53,261.52
5286,239.98,271.05
5287,230.42,254.96
5288,228.59,263.28
5289,209.64,242.30
5290,210.22,235.95
5291,226.63,250.19
5292,277.51,244.97
5293,205.25,261.81
5294,263.25,291.24
5295,264.42,304.81
5296,235.05,279.98
5297,226.20,282.25
5298,224.67,310.40
5299,203.40,260.43
5300,213.04,264.84
5301,220.02,271.14
5302,222.85,261.85
5303,228.83,255.31
5304,228.04,263.24
5305,256.64,306.30
5306,228.57,254.98
5307,204.02,251.91
5308,247.18,281.10
5309,220.88,261.47
5310,270.11,346.87
5311,262.17,326.40
5312,210.80,250.15
5313,213.41,273.41
5314,224.26,292.18
5315,224.55,290.56
5316,235.60,292.17
5317,264.32,271.16
5318,282.01,325.39
5319,253.93,274.22
5320,276.94,307.00
5321,238.12,268.47
5322,217.85,256.20
5323,223.21,265.69
5324,250.25,285.47
5325,204.78,266.36
5326,239.73,287.50
5327,279.24,326.37
5328,247.63,331.50
5329,283.29,319.48
5330,235.12,355.00
5331,238.12,277.25
5332,273.60,279.69
5333,223.58,259.84
5334,274.76,323.13
5335,287.46,287.92
5336,237.81,300.37
5337,228.09,311.63
5338,234.52,322.41
5339,229.06,273.84
5340,244.53,288.30
5341,234.92,350.57
5342,296.13,341.80
5343,290.95,321.25
5344,226.85,289.13
5345,296.01,360.46
5346,285.61,339.11
5347,220.43,270.50
5348,267.39,325.71
5349,247.54,331.74
5350,281.79,317.32
5351,304.69,407.43
5352,265.66,323.52
5353,274.53,329.58
5354,263.03,328.87
5355,232.65,319.40
5356,221.83,279.36
5357,232.79,290.44
5358,242.19,333.66
5359,238.11,294.25
5360,218.73,259.90
5361,207.71,247.62
5362,211.87,252.78
5363,241.04,261.93
5364,208.08,258.37
5365,206.34,259.32
5366,247.43,266.99
5367,229.33,270.08
5368,207.26,261.87
5369,218.87,258.64
5370,214.75,259.08
5371,212.67,264.89
5372,225.73,274.83
5373,207.94,250.69
5374,411.24,431.77
5375,431.88,435.76
5376,205.15,253.52
5377,206.58,253.47
5378,211.21,266.86
5379,226.74,268.63
5380,232.83,285.56
5381,212.46,259.91
5382,248.25,309.77
5383,230.27,315.18
5384,206.51,282.86
5385,283.19,415.66
5386,274.94,329.35
5387,221.05,312.22
5388,244.49,365.05
5389,234.01,319.63
5390,269.60,366.26
5391,393.18,421.21
5392,234.62,300.91
5393,234.65,334.06
5394,237.89,300.28
5395,232.47,351.44
5396,247.18,304.32
5397,253.88,314.34
5398,248.25,330.44
5399,252.81,334.74
5400,225.06,299.78
5401,231.24,328.19
5402,329.63,523.37
5403,318.26,362.12
5404,302.38,354.92
5405,267.88,338.96
5406,343.84,359.17
5407,452.57,433.99
5408,276.81,349.93
5409,248.16,285.12
5410,294.51,379.34
5411,238.09,318.88
5412,236.99,311.20
5413,231.98,313.20
5414,235.65,290.30
5415,258.10,326.75
5416,232.98,285.74
5417,232.60,299.23
5418,220.69,290.36
5419,215.55,289.70
5420,233.84,268.95
5421,235.39,285.00
5422,333.64,339.36
5423,252.95,332.73
5424,232.42,280.71
5425,244.33,383.70
5426,301.88,346.01
5427,246.07,306.31
5428,245.20,314.26
5429,252.34,340.72
5430,251.07,332.15
5431,246.35,312.18
5432,218.27,286.56
5433,221.13,282.42
5434,244.50,325.19
5435,241.63,325.05
5436,241.43,335.97
5437,235.16,325.43
5438,363.80,362.37
5439,356.01,331.37
5440,286.48,306.74
5441,266.78,312.96
5442,246.37,279.38
5443,218.45,275.05
5444,234.55,287.79
5445,215.34,264.46
5446,262.07,296.14
5447,335.49,331.79
5448,275.83,307.39
5449,324.66,317.27
5450,235.68,284.53
5451,234.34,297.34
5452,301.25,368.33
5453,277.30,306.00
5454,284.57,336.41
5455,290.69,332.30
5456,252.91,380.16
5457,266.54,318.79
5458,247.17,308.76
5459,229.93,275.58
5460,230.38,266.79
5461,235.40,294.64
5462,334.91,393.81
5463,354.45,386.96
5464,298.25,322.88
5465,296.21,324.07
5466,292.29,345.03
5467,285.86,403.59
5468,309.39,368.63
5469,286.96,338.66
5470,361.73,350.05
5471,305.28,440.02
5472,288.41,311.13
5473,237.17,334.48
5474,255.88,366.76
5475,254.20,377.82
5476,297.48,386.55
5477,240.20,308.23
5478,297.82,347.93
5479,289.65,345.43
5480,260.38,316.93
5481,275.65,329.12
5482,292.02,385.13
5483,259.44,374.56
5484,296.81,353.48
5485,265.37,312.37
5486,265.42,308.41
5487,271.50,318.34
5488,217.05,283.05
5489,219.11,265.82
5490,232.22,373.40
5491,254.69,336.60
5492,242.55,313.93
5493,225.52,315.43
5494,254.89,335.34
5495,255.50,344.35
5496,238.02,325.64
5497,231.40,321.33
5498,238.57,323.32
5499,299.73,411.82
5500,282.30,345.35
5501,227.27,288.52
5502,347.29,385.61
5503,350.72,382.00
5504,235.91,299.88
5505,237.59,310.83
5506,235.49,276.45
5507,242.59,336.42
5508,238.53,308.07
5509,243.65,327.54
5510,274.59,337.93
5511,281.60,353.69
5512,284.97,376.01
5513,281.46,356.46
5514,244.67,374.88
5515,270.19,349.55
5516,267.01,328.34
5517,235.62,310.52
5518,253.20,342.79
5519,282.95,344.19
5520,261.63,316.35
5521,283.02,369.96
5522,242.38,320.81
5523,253.16,355.79
5524,304.39,407.54
5525,261.39,330.30
5526,314.23,373.53
5527,294.68,389.38
5528,292.42,358.07
5529,273.89,351.97
5530,284.15,401.50
5531,259.13,317.87
5532,280.58,380.82
5533,304.48,389.72
5534,351.92,376.46
5535,310.54,386.27
5536,340.20,437.41
5537,248.17,336.41
5538,239.94,330.37
5539,255.62,379.77
5540,279.70,379.49
5541,248.91,336.95
5542,310.56,386.08
5543,293.04,426.48
5544,301.84,339.38
5545,259.51,309.67
5546,226.81,294.77
5547,239.44,305.11
5548,227.26,301.50
5549,229.29,307.52
5550,262.62,337.29
5551,278.88,400.00
5552,301.11,398.20
5553,247.01,346.43
5554,277.71,366.21
5555,275.20,416.85
5556,275.75,369.16
5557,319.44,385.50
5558,422.87,430.58
5559,273.39,380.92
5560,255.59,333.02
5561,259.29,362.47
5562,255.81,316.10
5563,265.01,384.64
5564,325.79,380.11
5565,320.66,442.60
5566,346.96,460.83
5567,291.30,436.30
5568,252.81,354.88
5569,275.60,342.71
5570,306.42,383.71
5571,279.97,322.42
5572,330.62,455.94
5573,301.07,436.05
5574,292.02,365.99
5575,293.28,440.83
5576,308.42,372.66
5577,252.63,339.38
5578,258.98,405.32
5579,344.10,428.27
5580,251.80,396.14
5581,334.90,521.41
5582,369.29,521.77
5583,355.56,485.58
5584,329.89,540.68
5585,289.82,384.62
5586,254.77,399.37
5587,265.10,363.91
5588,307.46,425.20
5589,271.52,361.84
5590,319.27,384.71
5591,257.53,349.97
5592,235.79,339.04
5593,242.65,371.18
5594,259.27,469.92
5595,281.56,409.96
5596,280.91,394.49
5597,304.12,411.97
5598,358.89,473.95
5599,373.33,376.70
5600,304.64,369.57
5601,262.17,358.03
5602,267.11,443.57
5603,246.80,358.53
5604,308.32,423.64
5605,256.32,375.26
5606,356.85,413.80
5607,296.59,437.34
5608,255.45,352.70
5609,253.88,375.99
5610,238.19,344.04
5611,345.64,427.60
5612,328.03,440.80
5613,319.95,402.35
5614,295.68,488.00
5615,297.56,475.98
5616,268.43,343.65
5617,359.95,428.20
5618,296.71,398.11
5619,294.01,373.40
5620,266.80,378.51
5621,283.59,390.97
5622,345.09,491.02
5623,323.22,376.08
5624,294.67,358.86
5625,262.94,367.22
5626,266.99,430.56
5627,276.06,349.34
5628,269.59,352.03
5629,270.76,370.31
5630,625.00,557.68
5631,513.89,442.73
5632,241.64,285.22
5633,242.14,302.74
5634,260.55,404.42
5635,305.34,391.76
5636,293.42,433.75
5637,269.58,339.81
5638,361.79,427.69
5639,268.80,360.87
5640,287.45,357.87
5641,287.24,337.28
5642,300.59,325.88
5643,277.71,352.80
5644,247.00,315.31
5645,235.62,323.35
5646,293.13,396.89
5647,342.78,421.23
5648,318.10,366.49
5649,289.65,418.52
5650,305.17,410.61
5651,341.26,465.02
5652,318.12,389.73
5653,251.33,357.29
5654,313.00,398.24
5655,293.01,417.53
5656,281.40,366.57
5657,268.71,340.66
5658,288.61,385.14
5659,267.88,397.84
5660,294.44,343.44
5661,264.12,358.23
5662,316.06,484.04
5663,291.22,460.93
5664,239.20,312.60
5665,261.79,371.66
5666,261.04,350.41
5667,336.47,474.58
5668,309.86,343.13
5669,313.95,373.64
5670,298.39,351.61
5671,272.24,352.21
5672,247.48,342.12
5673,242.38,332.29
5674,258.46,337.10
5675,249.81,338.79
5676,252.95,334.55
5677,275.05,352.37
5678,289.88,379.17
5679,295.56,374.46
5680,266.51,380.52
5681,366.63,384.48
5682,312.37,342.95
5683,313.69,396.46
5684,258.39,361.19
5685,321.74,432.92
5686,350.08,403.00
5687,290.25,407.03
5688,302.89,348.43
5689,279.02,351.68
5690,270.95,408.78
5691,309.19,440.74
5692,272.15,351.68
5693,281.59,412.73
5694,449.42,540.52
5695,392.36,387.32
5696,327.55,426.29
5697,325.94,395.07
5698,309.92,337.34
5699,276.15,350.87
5700,242.87,351.80
5701,287.45,336.64
5702,332.70,391.02
5703,321.83,419.46
5704,299.31,398.35
5705,308.58,409.22
5706,297.79,441.25
5707,318.11,384.88
5708,341.57,414.47
5709,297.04,350.14
5710,324.88,395.82
5711,328.76,402.78
5712,267.80,359.16
5713,245.03,336.72
5714,242.73,313.96
5715,259.89,324.62
5716,254.33,331.17
5717,265.71,349.76
5718,290.77,373.20
5719,296.96,396.29
5720,263.85,376.00
5721,269.52,382.53
5722,260.63,337.13
5723,265.56,343.38
5724,259.60,341.36
5725,262.45,343.59
5726,297.83,341.55
5727,284.47,320.31
5728,249.22,295.19
5729,242.56,312.62
5730,244.80,314.96
5731,244.75,326.31
5732,242.29,322.70
5733,240.15,308.56
5734,262.89,325.16
5735,284.99,350.49
5736,262.24,343.10
5737,263.69,345.21
5738,266.27,353.23
5739,267.28,355.14
5740,268.00,352.49
5741,264.17,323.90
5742,272.95,332.60
5743,278.09,335.94
5744,239.87,306.65
5745,243.75,311.66
5746,242.64,327.31
5747,256.94,342.63
5748,273.09,389.33
5749,267.13,346.20
5750,289.53,363.88
5751,288.74,370.89
5752,248.66,312.91
5753,241.10,316.84
5754,248.47,316.11
5755,247.57,318.49
5756,248.21,322.77
5757,243.74,321.71
5758,380.31,353.55
5759,381.71,370.88
5760,241.71,292.12
5761,251.30,329.76
5762,267.80,337.66
5763,269.82,308.98
5764,243.21,304.60
5765,243.76,311.68
5766,271.24,353.57
5767,312.11,396.71
5768,252.14,331.47
5769,257.92,322.16
5770,254.23,332.50
5771,260.92,341.14
5772,273.07,345.11
5773,249.45,326.54
5774,283.36,365.33
5775,285.26,344.02
5776,247.53,303.67
5777,250.75,306.67
5778,251.62,320.79
5779,255.36,327.84
5780,254.41,326.30
5781,251.67,329.95
5782,277.21,353.34
5783,281.46,364.21
5784,261.97,343.31
5785,254.13,322.93
5786,255.61,329.88
5787,257.11,349.71
5788,253.13,335.05
5789,249.34,314.55
5790,295.31,346.70
5791,301.13,351.83
5792,251.26,316.57
5793,248.86,323.63
5794,255.09,331.94
5795,255.47,341.39
5796,251.62,335.76
5797,251.24,341.02
5798,275.09,365.35
5799,279.83,382.78
5800,269.86,386.38
5801,269.85,362.82
5802,270.68,347.08
5803,273.52,352.38
5804,266.15,344.24
5805,267.02,354.10
5806,309.93,382.25
5807,283.11,351.31
5808,248.44,326.52
5809,245.00,320.93
5810,254.79,349.20
5811,275.43,382.61
5812,280.23,380.82
5813,274.71,363.40
5814,282.39,402.38
5815,336.04,361.03
5816,255.78,318.69
5817,254.16,322.81
5818,257.48,329.67
5819,257.17,338.49
5820,256.37,331.68
5821,266.08,329.58
5822,337.82,373.29
5823,340.03,359.56
5824,255.16,312.10
5825,255.30,342.22
5826,256.72,336.54
5827,258.51,344.45
5828,258.44,340.75
5829,263.44,324.76
5830,284.13,333.93
5831,282.63,341.78
5832,258.40,331.75
5833,254.63,329.40
5834,258.26,336.28
5835,257.60,346.52
5836,259.58,339.27
5837,257.30,351.90
5838,300.50,382.32
5839,293.60,369.57
5840,258.09,340.73
5841,254.55,309.97
5842,256.80,320.13
5843,255.06,323.46
5844,255.64,323.17
5845,253.64,326.23
5846,282.15,346.55
5847,282.76,365.35
5848,470.38,644.54
5849,331.62,422.99
5850,289.02,400.66
5851,268.89,371.05
5852,285.95,380.27
5853,286.67,413.24
5854,339.69,397.26
5855,341.94,370.84
5856,315.97,347.29
5857,265.18,324.79
5858,259.15,325.06
5859,256.12,332.98
5860,269.04,368.21
5861,269.50,324.37
5862,280.35,363.34
5863,287.41,366.44
5864,262.71,359.31
5865,286.95,373.93
5866,263.51,368.34
5867,261.96,364.22
5868,276.62,346.38
5869,257.04,324.29
5870,294.52,367.95
5871,302.19,360.69
5872,262.13,336.09
5873,261.51,337.41
5874,267.62,344.18
5875,263.76,350.10
5876,262.58,345.68
5877,294.08,368.69
5878,287.27,377.46
5879,292.77,379.20
5880,264.59,358.77
5881,258.01,316.90
5882,259.46,323.63
5883,254.83,324.89
5884,258.18,322.31
5885,254.30,322.25
5886,494.66,445.74
5887,530.51,448.33
5888,260.56,310.77
5889,259.51,328.44
5890,264.21,334.05
5891,262.67,348.91
5892,263.54,347.69
5893,263.38,342.67
5894,291.57,344.77
5895,287.31,347.06
5896,261.68,332.07
5897,262.89,349.35
5898,264.68,353.43
5899,261.11,348.79
5900,268.26,348.77
5901,263.03,373.47
5902,309.11,404.33
5903,305.46,371.24
5904,305.36,344.30
5905,268.45,366.79
5906,268.46,385.81
5907,271.46,381.60
5908,259.93,404.77
5909,303.36,503.47
5910,313.96,393.87
5911,300.75,361.34
5912,264.01,377.47
5913,286.59,368.79
5914,263.28,364.83
5915,270.17,372.45
5916,267.71,373.67
5917,262.67,389.16
5918,313.72,467.80
5919,322.94,455.70
5920,321.99,419.16
5921,270.85,340.54
5922,262.02,339.18
5923,270.26,351.50
5924,275.34,359.98
5925,265.77,365.99
5926,291.69,383.62
5927,298.32,388.31
5928,273.02,368.81
5929,265.89,341.35
5930,270.38,358.23
5931,270.41,368.33
5932,266.56,370.20
5933,262.67,345.96
5934,302.97,386.79
5935,306.80,388.44
5936,266.92,331.28
5937,265.80,354.08
5938,270.81,373.81
5939,268.64,384.28
5940,269.07,386.68
5941,277.11,412.81
5942,304.16,424.10
5943,306.77,429.00
5944,283.13,414.17
5945,260.98,348.30
5946,271.12,392.38
5947,262.10,353.33
5948,265.88,367.54
5949,276.24,376.43
5950,353.52,439.40
5951,342.61,442.64
5952,272.65,354.94
5953,267.99,378.63
5954,271.68,365.33
5955,276.34,361.00
5956,285.76,390.26
5957,318.55,376.65
5958,327.82,385.93
5959,304.46,371.42
5960,294.39,368.75
5961,262.51,341.19
5962,264.95,349.35
5963,268.56,348.74
5964,265.71,357.55
5965,272.22,356.06
5966,378.70,413.88
5967,311.44,428.53
5968,372.37,463.37
5969,266.39,343.73
5970,258.36,331.18
5971,259.11,319.67
5972,262.53,334.97
5973,263.08,340.22
5974,295.74,359.92
5975,296.67,368.02
5976,270.59,351.60
5977,272.57,352.07
5978,269.97,373.70
5979,274.07,374.72
5980,349.40,511.17
5981,294.82,419.93
5982,343.14,448.57
5983,328.10,404.90
5984,275.29,345.75
5985,271.18,351.83
5986,271.77,378.00
5987,269.80,367.57
5988,275.74,380.83
5989,275.67,384.55
5990,308.65,391.52
5991,298.01,397.42
5992,272.72,398.91
5993,272.06,389.59
5994,275.40,393.81
5995,277.45,398.00
5996,287.22,376.41
5997,271.83,362.86
5998,336.05,428.89
5999,321.90,434.65
6000,270.42,378.70
