n,ij,ji
1363,6.88,3.56
1364,7.25,4.25
1365,7.07,3.31
1366,8.06,5.58
1367,9.67,4.11
1368,8.42,4.14
1369,7.63,3.88
1370,7.20,3.34
1371,7.04,3.53
1372,7.14,3.43
1373,7.10,3.49
1374,11.20,10.33
1375,10.85,10.02
1376,7.14,3.47
1377,7.18,3.55
1378,7.08,3.63
1379,8.32,3.60
1380,7.26,3.84
1381,7.42,3.51
1382,9.01,4.81
1383,8.63,4.74
1384,7.30,3.87
1385,7.25,3.67
1386,7.25,3.52
1387,7.42,3.54
1388,7.51,3.65
1389,7.62,3.79
1390,9.41,6.18
1391,10.08,6.09
1392,7.89,3.58
1393,7.35,3.58
1394,7.65,3.73
1395,7.64,3.74
1396,7.61,3.81
1397,7.54,3.83
1398,10.32,6.21
1399,8.83,5.65
1400,7.33,3.41
1401,7.19,3.43
1402,10.40,4.15
1403,12.01,4.20
1404,8.21,5.05
1405,8.81,5.14
1406,16.88,12.36
1407,18.05,12.57
1408,7.55,3.57
1409,7.89,3.59
1410,8.33,3.81
1411,7.78,3.85
1412,7.80,4.36
1413,7.87,4.30
1414,10.35,5.27
1415,9.05,5.09
1416,7.56,3.75
1417,7.63,3.65
1418,7.91,5.28
1419,7.87,4.13
1420,7.82,3.86
1421,7.70,3.78
1422,10.25,5.72
1423,10.24,5.56
1424,8.38,4.05
1425,7.90,3.77
1426,8.06,4.31
1427,8.20,4.75
1428,7.92,3.89
1429,8.17,4.27
1430,9.19,5.30
1431,9.91,5.49
1432,8.20,3.93
1433,8.11,3.87
1434,8.61,5.38
1435,8.75,5.70
1436,7.99,3.98
1437,7.82,3.91
1438,12.69,7.03
1439,11.16,6.46
1440,8.00,3.98
1441,7.60,3.84
1442,8.69,4.95
1443,9.70,4.90
1444,7.78,4.37
1445,7.71,3.89
1446,9.05,5.92
1447,9.19,5.60
1448,7.87,3.73
1449,8.06,4.04
1450,8.07,8.83
1451,7.92,4.01
1452,8.05,3.87
1453,7.93,3.79
1454,13.03,6.40
1455,10.45,7.01
1456,9.15,3.96
1457,8.27,3.99
1458,8.52,4.15
1459,8.08,4.16
1460,8.29,4.98
1461,8.26,4.10
1462,10.15,6.92
1463,9.84,6.10
1464,8.11,4.42
1465,8.22,4.13
1466,8.47,4.70
1467,8.70,4.47
1468,8.67,4.50
1469,8.62,4.39
1470,16.76,11.61
1471,17.38,11.69
1472,8.66,4.95
1473,9.01,4.41
1474,8.99,5.68
1475,9.16,5.79
1476,10.42,7.16
1477,10.40,7.42
1478,10.30,6.48
1479,10.19,6.52
1480,8.76,4.73
1481,9.01,4.62
1482,9.00,5.02
1483,8.97,5.37
1484,15.90,5.49
1485,8.46,4.44
1486,11.04,6.62
1487,11.88,6.44
1488,8.22,3.96
1489,8.26,4.24
1490,8.54,4.91
1491,10.67,5.07
1492,8.38,4.01
1493,8.50,5.00
1494,11.81,5.97
1495,15.32,6.44
1496,8.41,4.09
1497,8.58,4.13
1498,8.61,4.47
1499,8.51,4.45
1500,8.50,4.46
1501,9.20,4.44
1502,13.00,10.90
1503,12.36,10.10
1504,8.98,4.71
1505,9.03,4.24
1506,8.96,4.67
1507,9.03,4.51
1508,9.45,5.28
1509,9.99,5.33
1510,11.78,7.23
1511,10.97,7.03
1512,9.03,4.79
1513,9.45,4.84
1514,9.14,4.54
1515,9.04,4.59
1516,9.10,4.38
1517,9.31,4.55
1518,12.35,10.87
1519,12.37,11.33
1520,10.88,4.90
1521,9.35,4.36
1522,15.21,12.40
1523,14.12,12.17
1524,9.20,5.05
1525,9.58,4.62
1526,10.62,8.39
1527,10.94,9.59
1528,9.48,4.99
1529,9.90,5.01
1530,9.35,5.63
1531,9.88,5.30
1532,9.53,4.54
1533,9.37,4.54
1534,22.27,19.71
1535,22.80,17.06
1536,9.54,4.58
1537,10.31,4.74
1538,10.64,5.92
1539,9.59,5.40
1540,9.21,4.56
1541,10.68,4.93
1542,13.16,7.12
1543,11.82,9.65
1544,9.52,5.37
1545,9.50,5.21
1546,15.93,13.07
1547,14.70,12.76
1548,13.50,5.57
1549,9.62,4.77
1550,12.50,6.90
1551,12.73,8.48
1552,11.07,6.70
1553,10.88,7.94
1554,11.40,4.77
1555,10.03,5.25
1556,9.66,5.27
1557,10.09,4.56
1558,12.34,8.36
1559,12.51,7.60
1560,10.88,5.91
1561,9.59,5.24
1562,9.86,5.73
1563,12.85,5.95
1564,14.57,5.74
1565,12.31,5.75
1566,15.31,10.10
1567,15.51,12.03
1568,10.10,5.15
1569,13.42,5.94
1570,11.64,6.70
1571,10.90,6.35
1572,12.88,6.32
1573,10.59,5.64
1574,11.78,8.35
1575,14.98,7.79
1576,9.63,5.61
1577,9.47,5.11
1578,10.26,5.24
1579,10.05,4.98
1580,12.78,5.99
1581,11.14,6.14
1582,15.25,8.56
1583,13.78,8.21
1584,15.43,6.96
1585,11.49,7.02
1586,11.74,5.35
1587,10.24,5.54
1588,10.28,5.52
1589,9.94,5.38
1590,12.98,7.42
1591,13.83,8.06
1592,9.93,4.82
1593,14.53,6.18
1594,12.90,5.65
1595,9.91,5.43
1596,17.27,8.54
1597,13.07,7.20
1598,21.84,15.86
1599,23.96,15.11
1600,10.80,5.40
1601,12.08,6.25
1602,10.64,6.38
1603,9.75,4.99
1604,13.19,7.34
1605,12.89,7.34
1606,13.80,7.89
1607,12.34,7.99
1608,11.21,5.85
1609,10.59,5.40
1610,10.13,5.59
1611,13.65,7.01
1612,10.69,5.18
1613,11.22,5.39
1614,16.18,9.29
1615,17.96,9.49
1616,11.11,5.88
1617,11.12,5.38
1618,10.90,5.48
1619,10.96,6.07
1620,10.77,5.23
1621,10.12,5.46
1622,13.24,9.68
1623,13.28,10.12
1624,12.98,8.92
1625,13.28,8.71
1626,12.30,5.41
1627,10.23,5.53
1628,10.52,6.00
1629,11.69,6.86
1630,19.97,13.12
1631,15.12,9.36
1632,11.92,5.23
1633,10.81,5.14
1634,11.55,7.25
1635,13.59,7.77
1636,10.33,5.44
1637,14.33,5.02
1638,13.35,8.00
1639,12.45,7.92
1640,11.32,5.63
1641,11.43,6.73
1642,10.75,6.12
1643,10.46,6.25
1644,16.08,12.06
1645,15.36,12.71
1646,15.49,11.41
1647,13.52,8.83
1648,11.20,5.75
1649,11.26,5.69
1650,20.52,7.21
1651,12.67,7.12
1652,15.55,5.42
1653,10.93,5.14
1654,13.83,9.01
1655,14.01,8.71
1656,10.74,5.25
1657,11.18,5.16
1658,10.94,5.67
1659,10.63,5.90
1660,12.10,7.41
1661,12.04,7.27
1662,25.01,17.73
1663,24.32,16.60
1664,17.15,5.86
1665,11.41,5.84
1666,13.40,6.97
1667,11.79,6.55
1668,11.61,5.78
1669,11.62,6.16
1670,16.50,11.14
1671,14.28,10.53
1672,11.20,5.34
1673,12.37,5.53
1674,12.19,7.07
1675,11.79,5.90
1676,12.20,7.42
1677,12.18,7.17
1678,15.17,8.77
1679,21.39,9.25
1680,11.95,6.56
1681,12.74,6.54
1682,11.27,6.34
1683,11.13,5.88
1684,11.29,5.58
1685,12.35,6.26
1686,13.73,9.80
1687,13.72,9.18
1688,12.58,6.05
1689,13.20,6.12
1690,11.80,6.40
1691,12.08,6.49
1692,16.18,7.23
1693,13.88,7.43
1694,17.08,10.28
1695,17.21,10.24
1696,11.72,5.91
1697,12.66,5.70
1698,12.13,8.22
1699,12.30,7.47
1700,12.00,5.75
1701,12.22,5.96
1702,14.51,8.34
1703,14.17,8.27
1704,13.56,6.83
1705,15.05,6.38
1706,12.63,9.06
1707,12.93,8.05
1708,13.76,9.25
1709,15.77,9.27
1710,15.96,10.32
1711,16.44,10.45
1712,13.33,8.24
1713,13.65,8.20
1714,12.41,7.46
1715,15.91,7.69
1716,12.63,6.38
1717,12.61,6.45
1718,14.81,9.82
1719,14.53,10.86
1720,13.43,6.82
1721,12.20,6.01
1722,12.49,6.56
1723,12.34,6.36
1724,12.46,5.86
1725,12.30,5.94
1726,25.91,16.73
1727,24.17,16.67
1728,14.48,6.45
1729,12.62,6.45
1730,12.49,6.97
1731,14.03,6.86
1732,15.83,11.05
1733,15.83,11.48
1734,15.06,9.55
1735,14.82,9.46
1736,16.93,18.06
1737,19.54,12.36
1738,13.26,8.45
1739,13.30,8.57
1740,14.39,9.06
1741,15.56,8.96
1742,20.40,11.29
1743,16.28,11.09
1744,12.76,6.54
1745,12.98,6.67
1746,12.91,13.16
1747,13.03,7.98
1748,12.90,7.05
1749,13.91,7.63
1750,14.86,9.22
1751,19.84,9.53
1752,12.99,6.77
1753,13.00,6.83
1754,13.98,8.58
1755,13.72,8.60
1756,13.68,8.41
1757,14.34,8.58
1758,18.36,15.34
1759,19.12,17.32
1760,13.91,8.71
1761,13.67,8.53
1762,13.54,7.44
1763,13.14,7.56
1764,13.56,7.61
1765,13.55,7.76
1766,15.32,9.78
1767,16.04,10.11
1768,13.74,7.79
1769,13.92,7.95
1770,13.44,7.16
1771,13.40,7.70
1772,14.71,7.79
1773,15.09,7.82
1774,17.90,13.20
1775,18.46,13.74
1776,13.42,6.60
1777,13.49,6.85
1778,13.96,7.71
1779,13.48,7.77
1780,16.91,9.94
1781,17.23,10.28
1782,17.54,11.87
1783,16.28,12.01
1784,13.94,8.42
1785,15.05,8.27
1786,14.59,9.05
1787,14.34,9.21
1788,15.40,6.91
1789,13.90,6.84
1790,33.10,31.94
1791,35.38,31.39
1792,14.30,7.68
1793,14.05,7.70
1794,13.83,7.73
1795,13.76,7.75
1796,14.31,7.41
1797,14.49,7.65
1798,19.91,12.99
1799,16.09,12.00
1800,15.66,9.08
1801,16.26,9.33
1802,14.26,8.50
1803,14.30,8.47
1804,17.50,12.32
1805,17.52,12.13
1806,18.50,11.26
1807,21.89,11.40
1808,15.86,10.11
1809,16.10,10.18
1810,14.74,8.71
1811,14.51,8.95
1812,14.04,7.25
1813,14.10,7.26
1814,16.93,10.79
1815,16.78,12.05
1816,14.11,7.10
1817,14.83,7.69
1818,14.56,7.11
1819,13.89,7.23
1820,15.99,11.24
1821,15.61,9.87
1822,20.07,12.70
1823,19.57,12.25
1824,14.60,7.73
1825,14.61,7.77
1826,14.55,9.13
1827,14.91,9.08
1828,14.58,7.95
1829,16.57,12.07
1830,19.57,15.23
1831,20.05,15.33
1832,16.63,11.27
1833,17.21,11.02
1834,15.34,12.18
1835,15.83,10.64
1836,18.68,11.15
1837,16.96,11.66
1838,19.95,15.82
1839,19.83,14.29
1840,14.70,8.70
1841,15.38,8.95
1842,15.06,9.96
1843,15.47,10.14
1844,14.67,8.83
1845,14.73,8.07
1846,17.35,13.07
1847,17.20,12.66
1848,16.60,8.83
1849,14.99,8.70
1850,14.91,9.11
1851,15.79,9.38
1852,16.27,10.20
1853,16.33,9.96
1854,28.17,21.98
1855,27.91,20.41
1856,19.47,14.04
1857,19.67,13.80
1858,17.23,11.27
1859,16.84,11.33
1860,15.87,9.66
1861,15.97,10.26
1862,17.13,11.84
1863,17.53,11.44
1864,15.07,8.40
1865,15.33,8.71
1866,16.25,9.79
1867,15.69,10.16
1868,15.57,8.82
1869,15.78,8.27
1870,19.89,12.66
1871,19.02,12.37
1872,16.66,9.55
1873,16.67,9.59
1874,17.36,11.46
1875,17.47,11.77
1876,18.58,11.98
1877,18.66,12.28
1878,19.29,12.41
1879,25.21,12.40
1880,16.94,10.38
1881,16.67,10.27
1882,17.70,12.91
1883,17.68,12.71
1884,16.85,11.66
1885,17.09,10.76
1886,22.98,18.89
1887,22.85,19.74
1888,16.67,11.62
1889,17.51,10.20
1890,17.01,10.92
1891,17.21,11.09
1892,17.36,11.26
1893,17.05,10.09
1894,18.29,12.97
1895,20.66,13.29
1896,17.02,11.13
1897,23.30,10.82
1898,16.37,10.88
1899,16.37,10.45
1900,22.34,10.84
1901,20.32,10.52
1902,18.97,14.24
1903,20.11,14.64
1904,21.29,10.23
1905,17.38,10.11
1906,18.95,11.72
1907,19.42,14.39
1908,19.85,11.69
1909,18.41,11.17
1910,21.92,18.43
1911,22.53,18.66
1912,21.56,15.14
1913,21.61,16.06
1914,24.04,15.57
1915,20.27,15.14
1916,18.73,13.57
1917,18.69,12.42
1918,32.47,24.61
1919,33.11,24.17
1920,19.70,12.04
1921,18.19,11.77
1922,16.85,10.37
1923,16.75,10.46
1924,17.28,10.46
1925,17.44,10.24
1926,19.20,12.34
1927,18.67,12.34
1928,17.72,11.11
1929,18.20,11.34
1930,18.66,13.74
1931,19.61,13.17
1932,19.01,11.74
1933,18.06,11.35
1934,21.89,14.36
1935,21.47,14.58
1936,17.96,11.21
1937,19.24,11.27
1938,18.84,12.86
1939,18.41,12.69
1940,20.90,15.46
1941,21.28,15.25
1942,21.11,17.10
1943,20.66,16.51
1944,19.01,12.97
1945,18.94,12.46
1946,18.70,13.29
1947,18.63,13.15
1948,19.35,12.30
1949,18.96,12.35
1950,24.38,19.46
1951,24.10,19.56
1952,18.10,11.81
1953,18.41,11.56
1954,17.62,14.35
1955,17.52,10.91
1956,18.00,11.07
1957,18.51,11.71
1958,20.94,16.18
1959,20.74,17.35
1960,18.65,11.67
1961,19.21,11.88
1962,18.92,12.44
1963,17.98,12.21
1964,22.32,13.04
1965,22.27,13.23
1966,24.05,17.63
1967,22.58,17.71
1968,22.17,16.54
1969,22.18,16.24
1970,21.48,17.36
1971,21.45,17.14
1972,19.79,12.93
1973,19.64,13.54
1974,20.23,15.76
1975,20.30,17.77
1976,19.35,11.87
1977,19.05,12.79
1978,19.47,13.48
1979,19.31,14.95
1980,20.45,13.50
1981,20.62,13.87
1982,34.25,22.85
1983,35.16,23.42
1984,20.94,12.16
1985,19.33,11.96
1986,19.83,13.94
1987,19.86,13.99
1988,21.63,14.46
1989,21.73,14.15
1990,22.50,17.64
1991,21.77,17.68
1992,20.35,13.14
1993,20.07,12.78
1994,19.81,13.88
1995,22.22,14.20
1996,20.94,14.24
1997,20.81,14.56
1998,28.29,20.57
1999,24.55,20.96
2000,22.90,16.66
2001,22.91,16.72
2002,20.36,14.20
2003,22.25,14.52
2004,20.33,13.18
2005,20.28,13.98
2006,20.89,16.30
2007,21.66,16.23
2008,22.90,12.83
2009,19.92,12.58
2010,20.07,15.27
2011,20.18,14.07
2012,21.61,14.78
2013,21.91,15.19
2014,28.33,19.98
2015,25.61,20.12
2016,20.89,13.66
2017,25.41,13.62
2018,21.65,14.91
2019,20.97,13.89
2020,24.45,19.59
2021,24.37,17.79
2022,22.54,18.24
2023,21.61,17.78
2024,22.46,20.14
2025,22.06,14.88
2026,21.30,14.31
2027,20.97,14.00
2028,21.67,14.23
2029,26.61,14.17
2030,34.24,34.70
2031,33.78,34.41
2032,23.94,14.42
2033,21.61,14.50
2034,21.07,14.05
2035,20.36,13.97
2036,22.86,14.21
2037,23.12,14.17
2038,22.46,17.65
2039,22.00,19.63
2040,21.29,13.55
2041,21.23,13.51
2042,20.48,14.04
2043,20.41,14.15
2044,20.99,13.42
2045,21.60,13.28
2046,44.79,38.22
2047,43.36,42.23
2048,21.26,12.96
2049,21.18,13.13
2050,22.31,14.89
2051,20.74,14.42
2052,21.91,14.17
2053,21.89,13.98
2054,22.27,16.83
2055,22.33,16.87
2056,23.56,18.07
2057,24.06,15.31
2058,21.47,14.50
2059,24.58,15.78
2060,22.99,16.02
2061,22.58,15.62
2062,34.83,35.11
2063,39.91,35.16
2064,25.49,16.88
2065,24.03,16.76
2066,23.46,16.89
2067,23.27,17.52
2068,23.55,16.33
2069,23.96,16.22
2070,26.83,19.77
2071,25.80,19.25
2072,24.26,17.39
2073,24.58,17.94
2074,28.41,18.44
2075,23.75,18.28
2076,23.51,16.31
2077,28.01,16.38
2078,27.50,21.87
2079,28.26,22.59
2080,25.68,16.49
2081,24.99,17.25
2082,27.54,21.55
2083,25.54,20.62
2084,24.65,17.61
2085,24.85,18.16
2086,27.99,22.84
2087,27.88,23.53
2088,31.01,20.98
2089,29.45,19.15
2090,25.93,19.92
2091,35.46,22.66
2092,27.18,24.16
2093,27.42,20.06
2094,35.79,30.38
2095,37.77,30.61
2096,31.72,26.67
2097,30.27,27.27
2098,30.18,26.77
2099,26.94,21.47
2100,29.03,21.97
2101,29.67,23.84
2102,32.03,30.88
2103,35.80,26.11
2104,32.53,25.80
2105,25.95,19.26
2106,28.40,24.26
2107,27.30,24.03
2108,26.93,20.46
2109,26.89,20.69
2110,40.45,38.12
2111,41.42,28.10
2112,32.22,20.06
2113,30.90,19.07
2114,26.62,22.40
2115,26.38,21.89
2116,28.42,21.17
2117,27.35,21.76
2118,30.05,26.39
2119,36.06,27.72
2120,34.15,25.72
2121,32.08,22.09
2122,27.24,21.76
2123,27.17,22.22
2124,27.12,20.19
2125,26.97,19.88
2126,29.07,24.63
2127,31.17,25.20
2128,29.18,23.23
2129,29.78,23.44
2130,33.73,28.79
2131,31.77,29.06
2132,29.20,21.90
2133,31.49,23.10
2134,28.97,25.21
2135,28.78,27.29
2136,28.29,24.00
2137,27.99,21.01
2138,26.95,22.44
2139,30.67,21.84
2140,29.14,22.40
2141,28.81,22.65
2142,31.63,29.05
2143,32.43,30.56
2144,28.29,21.63
2145,29.36,21.90
2146,27.46,23.11
2147,28.11,23.11
2148,28.72,21.29
2149,28.14,21.45
2150,29.48,26.50
2151,29.56,26.43
2152,33.42,24.83
2153,31.48,24.97
2154,30.44,24.20
2155,29.35,23.97
2156,29.95,22.16
2157,29.45,22.07
2158,29.95,27.33
2159,30.39,28.52
2160,28.82,22.95
2161,29.10,22.58
2162,29.03,24.92
2163,29.21,25.02
2164,34.55,26.86
2165,32.67,26.88
2166,33.22,31.83
2167,32.93,33.98
2168,31.70,24.73
2169,31.90,25.41
2170,30.07,25.94
2171,30.57,26.58
2172,34.48,23.75
2173,30.20,24.16
2174,43.68,39.42
2175,45.76,36.21
2176,30.38,23.92
2177,36.56,23.83
2178,32.73,25.25
2179,29.81,25.10
2180,30.13,23.43
2181,35.87,23.42
2182,30.41,27.52
2183,30.82,27.02
2184,33.04,24.57
2185,31.60,24.56
2186,30.70,26.25
2187,32.53,25.95
2188,33.41,28.03
2189,42.31,26.80
2190,33.66,31.21
2191,33.63,31.70
2192,31.79,29.34
2193,33.26,27.44
2194,33.08,26.88
2195,33.62,27.49
2196,34.98,27.17
2197,31.90,25.41
2198,33.55,32.40
2199,33.19,31.15
2200,35.07,30.49
2201,38.35,30.89
2202,36.90,34.66
2203,35.77,34.76
2204,35.88,26.33
2205,32.56,26.42
2206,35.33,34.54
2207,35.55,31.68
2208,35.71,27.98
2209,33.79,26.15
2210,32.29,27.08
2211,32.88,26.55
2212,37.97,29.23
2213,39.25,28.66
2214,36.90,33.97
2215,36.18,34.18
2216,35.51,29.70
2217,38.02,29.70
2218,34.23,31.63
2219,36.52,27.89
2220,32.51,28.78
2221,32.78,26.59
2222,35.24,32.26
2223,35.42,32.99
2224,33.24,27.47
2225,39.13,27.56
2226,33.06,29.33
2227,33.59,29.18
2228,34.92,27.86
2229,34.48,27.53
2230,36.75,33.04
2231,34.94,32.71
2232,34.20,28.78
2233,35.88,28.87
2234,33.98,29.71
2235,35.41,29.93
2236,37.22,29.11
2237,35.16,29.30
2238,47.02,40.03
2239,47.96,36.70
2240,35.67,31.08
2241,36.01,31.21
2242,34.58,31.19
2243,34.21,30.35
2244,37.63,28.98
2245,34.38,29.18
2246,35.31,33.50
2247,35.46,33.68
2248,34.88,37.78
2249,35.23,29.15
2250,34.72,31.75
2251,39.18,32.17
2252,38.28,29.50
2253,35.53,30.04
2254,37.25,34.87
2255,38.11,35.55
2256,37.42,32.40
2257,36.94,32.52
2258,35.07,31.25
2259,43.79,30.38
2260,38.06,30.99
2261,35.89,30.48
2262,36.63,35.34
2263,38.62,35.54
2264,36.09,30.80
2265,36.47,28.71
2266,39.59,33.82
2267,36.72,36.31
2268,36.39,31.49
2269,36.40,32.17
2270,40.44,43.27
2271,40.04,42.15
2272,36.76,36.38
2273,38.85,33.19
2274,35.57,33.62
2275,35.53,33.70
2276,37.13,33.36
2277,36.82,35.45
2278,39.70,38.57
2279,38.72,38.04
2280,40.73,35.09
2281,43.52,36.16
2282,37.53,34.84
2283,37.26,35.53
2284,39.27,40.64
2285,44.38,34.59
2286,42.09,44.12
2287,42.38,40.70
2288,37.86,33.54
2289,37.52,33.96
2290,40.05,33.73
2291,37.69,36.31
2292,41.84,34.66
2293,38.48,34.44
2294,39.11,41.03
2295,39.78,41.24
2296,38.92,33.84
2297,38.14,34.06
2298,37.58,35.58
2299,38.59,35.99
2300,39.38,33.67
2301,38.50,34.59
2302,61.43,82.40
2303,61.70,74.95
2304,38.40,34.37
2305,40.25,43.40
2306,38.36,34.31
2307,39.21,36.50
2308,39.73,35.35
2309,39.73,35.99
2310,41.32,41.51
2311,40.34,41.82
2312,40.83,35.59
2313,39.17,35.81
2314,42.55,37.30
2315,40.81,37.27
2316,39.59,38.55
2317,40.88,36.36
2318,41.35,43.74
2319,41.68,42.49
2320,40.97,38.22
2321,41.74,38.50
2322,39.04,37.15
2323,39.47,37.74
2324,41.69,36.09
2325,39.88,36.04
2326,41.68,42.94
2327,41.52,42.12
2328,45.79,37.41
2329,40.72,38.10
2330,40.11,38.20
2331,42.17,39.24
2332,41.68,38.34
2333,46.83,37.21
2334,47.59,48.40
2335,47.56,46.06
2336,44.13,41.52
2337,47.53,42.83
2338,41.47,40.82
2339,42.24,42.37
2340,43.85,42.69
2341,44.74,39.80
2342,44.04,44.03
2343,46.00,44.88
2344,42.39,39.56
2345,42.94,40.56
2346,41.43,41.73
2347,42.40,35.26
2348,48.90,50.96
2349,43.24,38.05
2350,44.13,45.68
2351,45.20,47.24
2352,45.12,51.59
2353,42.81,39.66
2354,40.64,40.15
2355,42.33,39.21
2356,40.95,38.33
2357,41.62,38.62
2358,42.99,44.11
2359,42.98,44.17
2360,44.11,38.20
2361,40.91,38.20
2362,45.74,43.33
2363,42.81,41.48
2364,41.52,43.65
2365,49.34,40.33
2366,54.75,48.65
2367,55.29,49.57
2368,42.64,39.05
2369,42.98,39.52
2370,42.91,42.22
2371,44.78,41.15
2372,44.63,40.23
2373,43.97,41.18
2374,44.72,44.62
2375,45.38,45.17
2376,43.21,40.17
2377,46.95,39.86
2378,43.37,43.00
2379,44.59,41.61
2380,45.48,41.05
2381,43.97,41.13
2382,49.65,46.02
2383,46.71,46.12
2384,44.60,39.41
2385,44.49,39.29
2386,43.67,42.14
2387,44.18,43.25
2388,46.64,40.79
2389,44.12,40.96
2390,46.12,46.16
2391,45.63,46.40
2392,50.45,42.84
2393,45.17,42.08
2394,44.31,46.43
2395,44.75,44.19
2396,44.85,41.34
2397,45.08,41.76
2398,49.46,51.42
2399,52.59,51.64
2400,45.33,42.11
2401,45.46,42.50
2402,44.79,45.03
2403,44.60,43.32
2404,46.14,49.14
2405,45.78,44.78
2406,47.33,48.22
2407,52.56,47.96
2408,46.83,47.52
2409,45.99,45.71
2410,45.73,45.25
2411,45.24,44.58
2412,53.47,45.88
2413,46.38,44.85
2414,49.35,55.71
2415,49.35,53.45
2416,46.74,46.42
2417,47.23,47.21
2418,46.35,53.08
2419,49.78,48.86
2420,47.89,46.66
2421,47.42,46.78
2422,49.29,53.40
2423,48.61,54.32
2424,48.69,48.39
2425,46.07,46.35
2426,48.86,48.26
2427,46.62,47.45
2428,48.37,48.69
2429,48.46,49.57
2430,62.70,91.81
2431,63.39,92.41
2432,48.11,46.81
2433,49.51,46.43
2434,48.19,48.69
2435,49.19,53.18
2436,47.98,45.74
2437,47.12,46.45
2438,49.74,52.41
2439,50.30,53.35
2440,48.78,48.85
2441,48.13,48.34
2442,47.98,49.79
2443,51.64,50.58
2444,48.37,51.01
2445,58.70,47.50
2446,51.49,53.94
2447,55.73,54.98
2448,49.34,51.24
2449,52.89,50.32
2450,52.31,49.36
2451,50.56,50.82
2452,47.77,47.14
2453,49.47,47.39
2454,56.07,55.46
2455,51.81,54.28
2456,49.43,48.23
2457,49.80,48.66
2458,48.44,47.06
2459,47.90,50.24
2460,49.00,47.52
2461,49.80,49.17
2462,53.75,60.77
2463,57.98,59.08
2464,50.29,50.70
2465,50.10,52.96
2466,49.53,51.94
2467,50.07,51.80
2468,50.20,50.64
2469,53.75,52.40
2470,51.44,55.84
2471,51.43,55.35
2472,51.67,50.90
2473,50.54,48.09
2474,49.96,53.11
2475,49.65,50.14
2476,49.18,49.63
2477,49.55,49.38
2478,53.89,60.28
2479,53.54,58.23
2480,51.43,53.74
2481,55.84,54.87
2482,50.34,52.95
2483,50.77,54.36
2484,50.39,49.86
2485,50.18,50.61
2486,52.98,60.07
2487,52.83,56.03
2488,51.33,48.84
2489,50.25,50.92
2490,52.64,50.67
2491,50.92,49.84
2492,51.12,49.15
2493,51.02,49.66
2494,64.44,61.58
2495,65.50,61.61
2496,51.42,49.84
2497,51.84,50.35
2498,51.07,49.74
2499,57.49,50.97
2500,51.47,47.60
2501,50.73,47.53
2502,55.66,64.17
2503,56.29,55.41
2504,53.38,51.12
2505,55.15,51.24
2506,51.97,53.04
2507,54.30,52.44
2508,52.87,49.48
2509,54.39,49.98
2510,57.66,58.61
2511,57.94,59.37
2512,54.49,53.16
2513,55.69,53.34
2514,51.81,51.80
2515,52.08,51.29
2516,57.20,55.89
