n,ij,ji
3907,40.63,40.25
3908,44.91,41.76
3909,42.51,41.54
3910,44.77,40.48
3911,40.02,45.17
3912,41.01,41.39
3913,42.27,44.55
3914,38.43,39.25
3915,39.01,42.19
3916,43.32,44.72
3917,41.43,46.16
3918,44.48,44.52
3919,44.06,45.36
3920,40.04,40.96
3921,40.06,41.35
3922,38.75,39.07
3923,38.88,39.19
3924,40.11,40.90
3925,40.42,41.07
3926,43.01,43.11
3927,42.94,43.17
3928,41.12,41.69
3929,41.79,41.67
3930,41.47,41.81
3931,40.90,41.70
3932,42.33,41.92
3933,42.03,41.93
3934,48.37,48.51
3935,47.73,49.75
3936,41.97,42.40
3937,42.26,42.23
3938,41.02,41.12
3939,41.84,42.20
3940,40.93,40.74
3941,40.87,40.62
3942,43.57,42.91
3943,42.94,43.18
3944,41.19,41.54
3945,41.66,42.45
3946,41.84,42.07
3947,41.84,42.34
3948,41.70,42.69
3949,42.08,42.75
3950,45.24,45.67
3951,45.31,45.91
3952,41.85,43.83
3953,41.58,43.43
3954,41.41,40.05
3955,40.68,40.37
3956,41.76,41.89
3957,42.35,42.43
3958,40.88,41.38
3959,41.05,41.29
3960,41.79,42.55
3961,41.55,43.30
3962,39.60,40.70
3963,39.50,40.52
3964,42.20,44.38
3965,42.78,43.11
3966,81.86,85.30
3967,84.72,85.44
3968,42.08,42.75
3969,41.94,41.90
3970,40.89,40.88
3971,40.99,40.97
3972,41.88,44.46
3973,42.69,43.23
3974,41.17,41.71
3975,41.32,41.90
3976,42.70,43.19
3977,42.44,43.52
3978,39.63,40.59
3979,39.79,40.45
3980,41.13,43.78
3981,41.62,42.84
3982,45.40,45.44
3983,46.69,46.82
3984,42.18,43.38
3985,42.67,43.40
3986,40.25,41.34
3987,40.24,41.46
3988,42.33,43.99
3989,42.63,43.53
3990,41.56,42.06
3991,42.81,43.57
3992,42.42,43.65
3993,42.15,44.31
3994,41.08,41.87
3995,41.12,41.18
3996,43.20,44.92
3997,42.89,45.17
3998,51.43,51.82
3999,50.73,50.25
4000,42.79,43.98
4001,42.87,43.87
4002,40.25,40.11
4003,39.76,40.47
4004,43.19,44.02
4005,43.50,44.98
4006,44.56,44.95
4007,45.37,46.00
4008,44.03,44.32
4009,44.39,44.65
4010,41.61,42.38
4011,41.49,42.43
4012,43.48,44.42
4013,43.65,44.25
4014,47.29,47.52
4015,47.04,47.86
4016,44.04,45.05
4017,44.09,44.99
4018,42.49,42.34
4019,42.46,42.31
4020,43.10,43.77
4021,43.03,44.45
4022,44.75,44.92
4023,43.79,44.45
4024,42.52,45.34
4025,43.45,44.66
4026,42.14,42.55
4027,41.76,42.77
4028,43.62,44.94
4029,43.74,45.22
4030,65.69,67.72
4031,66.94,66.64
4032,43.71,44.90
4033,44.26,45.78
4034,41.73,42.53
4035,41.65,42.75
4036,43.92,45.37
4037,43.95,44.93
4038,42.84,43.62
4039,43.11,43.91
4040,43.48,43.90
4041,43.67,45.03
4042,41.36,42.62
4043,41.27,41.25
4044,44.85,45.16
4045,44.29,45.87
4046,47.83,48.49
4047,47.41,48.14
4048,44.39,46.02
4049,44.60,45.80
4050,42.01,42.43
4051,42.98,42.95
4052,45.09,46.28
4053,44.23,45.96
4054,44.39,43.85
4055,43.26,43.81
4056,43.87,45.18
4057,47.88,48.34
4058,41.97,43.18
4059,42.29,43.47
4060,44.19,45.38
4061,43.77,45.81
4062,57.67,58.31
4063,57.50,58.58
4064,43.87,45.36
4065,44.02,45.02
4066,42.32,42.36
4067,42.49,43.25
4068,44.64,45.93
4069,44.91,45.66
4070,43.93,44.82
4071,43.22,43.86
4072,43.93,45.22
4073,44.81,45.55
4074,41.92,42.92
4075,42.58,43.04
4076,44.31,45.46
4077,44.46,45.88
4078,47.90,49.06
4079,48.01,48.72
4080,44.47,45.60
4081,44.21,46.42
4082,42.73,43.25
4083,42.65,43.07
4084,44.51,46.29
4085,44.56,45.82
4086,44.54,44.00
4087,44.04,44.96
4088,44.41,45.68
4089,44.87,45.48
4090,43.42,43.89
4091,43.01,43.54
4092,43.80,44.62
4093,43.84,44.59
4094,123.24,124.33
4095,123.61,124.07
4096,43.04,44.23
4097,44.09,44.22
4098,42.58,44.49
4099,42.74,43.16
4100,46.03,46.34
