n,ij,ji
1363,1.88,1.87
1364,2.61,2.06
1365,2.37,2.15
1366,1.98,1.70
1367,1.88,1.77
1368,2.56,2.35
1369,2.32,2.14
1370,2.21,1.95
1371,2.05,1.80
1372,2.77,2.23
1373,2.42,2.20
1374,2.78,2.39
1375,2.26,2.19
1376,2.52,2.30
1377,2.87,2.28
1378,2.26,1.93
1379,1.98,1.91
1380,2.31,2.18
1381,2.68,2.40
1382,2.02,1.76
1383,2.07,1.98
1384,2.32,2.23
1385,2.19,2.18
1386,2.28,1.91
1387,2.21,1.81
1388,2.74,2.22
1389,2.49,2.48
1390,2.19,2.07
1391,2.17,2.07
1392,2.67,2.29
1393,2.45,2.44
1394,2.29,2.05
1395,2.52,1.97
1396,3.50,2.51
1397,2.36,2.44
1398,2.09,1.96
1399,2.09,1.89
1400,2.52,2.44
1401,2.88,2.65
1402,2.42,2.23
1403,2.34,2.18
1404,2.72,2.32
1405,2.88,2.60
1406,5.40,5.44
1407,5.31,5.54
1408,2.83,2.29
1409,2.44,2.23
1410,2.46,1.95
1411,2.29,2.01
1412,2.49,2.58
1413,2.71,2.56
1414,2.06,1.91
1415,2.14,1.85
1416,2.66,2.56
1417,2.79,2.64
1418,3.17,2.85
1419,2.27,2.02
1420,2.71,2.27
1421,2.89,2.78
1422,2.48,2.23
1423,2.65,2.21
1424,2.40,2.28
1425,2.41,2.27
1426,2.36,2.08
1427,2.38,2.24
1428,2.82,2.54
1429,2.89,2.51
1430,2.29,2.00
1431,2.43,2.11
1432,2.85,2.56
1433,2.61,2.50
1434,2.34,2.33
1435,2.16,2.04
1436,2.68,2.54
1437,2.52,2.47
1438,2.94,2.56
1439,2.73,2.47
1440,2.88,2.48
1441,2.77,2.70
1442,2.31,2.10
1443,2.19,2.20
1444,2.93,2.38
1445,3.02,2.58
1446,2.72,2.42
1447,2.75,2.56
1448,3.20,2.96
1449,3.19,3.39
1450,3.35,2.97
1451,3.35,3.65
1452,3.47,3.60
1453,3.67,3.25
1454,3.42,3.27
1455,3.56,3.55
1456,3.09,2.77
1457,3.42,3.52
1458,2.64,2.46
1459,2.58,2.34
1460,3.28,3.03
1461,3.50,3.28
1462,3.00,3.05
1463,2.52,2.54
1464,3.05,3.00
1465,5.40,4.95
1466,2.84,5.28
1467,3.61,2.86
1468,3.36,3.37
1469,3.08,3.00
1470,3.45,3.32
1471,3.41,2.82
1472,3.02,2.81
1473,3.06,3.08
1474,2.65,2.46
1475,2.53,2.79
1476,3.08,2.95
1477,3.11,2.69
1478,2.46,2.24
1479,2.75,2.37
1480,2.97,3.02
1481,3.31,2.80
1482,2.52,2.52
1483,2.64,2.49
1484,3.30,3.03
1485,3.19,2.69
1486,2.99,2.88
1487,2.99,2.73
1488,3.17,3.71
1489,3.07,2.99
1490,2.68,2.36
1491,2.59,2.40
1492,2.99,2.88
1493,3.16,2.79
1494,2.49,2.29
1495,2.78,2.35
1496,3.09,3.21
1497,3.19,2.78
1498,2.60,2.47
1499,2.69,2.40
1500,3.14,2.95
1501,3.04,2.94
1502,3.40,3.01
1503,3.28,2.80
1504,3.00,2.90
1505,3.13,2.87
1506,2.63,2.42
1507,2.63,2.73
1508,3.33,2.94
1509,3.18,2.87
1510,2.72,2.49
1511,2.72,2.41
1512,3.08,3.08
1513,3.24,3.16
1514,2.77,2.60
1515,2.81,2.65
1516,3.25,4.07
1517,3.82,3.60
1518,3.24,3.22
1519,3.21,3.04
1520,3.40,3.20
1521,3.38,3.09
1522,2.97,2.59
1523,3.14,2.67
1524,3.25,3.20
1525,3.31,3.38
1526,3.02,2.75
1527,2.75,2.45
1528,3.42,3.02
1529,3.27,3.28
1530,2.78,2.42
1531,2.57,2.48
1532,3.09,2.93
1533,2.89,2.75
1534,11.16,10.77
1535,11.32,10.45
1536,2.97,3.10
1537,3.19,2.76
1538,2.56,2.29
1539,2.91,2.38
1540,3.44,3.12
1541,3.06,2.73
1542,2.79,2.67
1543,2.87,3.10
1544,3.21,3.07
1545,2.98,2.92
1546,2.95,2.73
1547,3.11,2.88
1548,3.78,3.24
1549,3.29,3.14
1550,3.34,2.87
1551,3.16,3.05
1552,3.42,2.92
1553,3.95,3.30
1554,2.86,2.61
1555,2.68,2.75
1556,3.15,3.02
1557,3.03,2.95
1558,2.61,2.52
1559,2.68,2.58
1560,3.25,3.09
1561,3.52,3.04
1562,2.66,2.51
1563,3.77,2.81
1564,3.09,3.24
1565,3.45,3.24
1566,3.88,3.44
1567,3.44,3.25
1568,3.36,3.33
1569,3.27,3.09
1570,2.80,2.78
1571,3.11,2.78
1572,3.27,3.20
1573,3.51,3.05
1574,2.89,2.54
1575,2.75,2.68
1576,3.32,3.04
1577,4.35,3.80
1578,3.04,2.73
1579,3.23,2.69
1580,3.32,3.26
1581,3.24,3.04
1582,3.80,4.01
1583,3.64,3.34
1584,3.54,3.29
1585,3.53,3.35
1586,3.30,2.79
1587,3.13,3.05
1588,3.69,3.46
1589,3.37,3.37
1590,3.33,2.63
1591,3.24,2.67
1592,3.52,3.54
1593,3.64,3.12
1594,3.38,2.93
1595,2.99,2.71
1596,3.75,3.23
1597,3.70,3.17
1598,3.85,3.45
1599,3.62,3.40
1600,4.00,3.43
1601,3.80,3.50
1602,3.12,2.65
1603,2.89,2.70
1604,3.62,3.30
1605,3.56,3.53
1606,2.94,2.63
1607,2.80,2.58
1608,3.81,3.60
1609,3.46,3.42
1610,3.31,2.82
1611,3.29,3.19
1612,3.68,4.11
1613,3.62,3.40
1614,3.41,3.08
1615,3.71,3.38
1616,3.70,3.72
1617,3.74,3.27
1618,3.41,2.78
1619,3.24,2.75
1620,3.96,3.32
1621,3.75,3.29
1622,3.24,3.62
1623,3.14,3.02
1624,3.86,3.89
1625,4.03,3.67
1626,2.92,2.82
1627,3.04,2.84
1628,3.52,3.51
1629,3.90,3.50
1630,3.47,3.38
1631,3.52,3.51
1632,3.70,3.28
1633,4.57,3.65
1634,3.35,3.09
1635,3.05,2.92
1636,3.58,3.28
1637,3.51,3.27
1638,3.33,3.27
1639,3.09,2.83
1640,3.48,3.32
1641,3.58,3.33
1642,3.22,2.78
1643,3.23,2.93
1644,4.36,5.25
1645,4.12,3.97
1646,3.51,3.24
1647,3.65,3.19
1648,3.81,3.36
1649,3.89,3.56
1650,3.57,2.95
1651,3.56,3.18
1652,3.75,3.83
1653,3.59,3.44
1654,3.12,2.80
1655,3.21,2.84
1656,3.93,3.67
1657,4.33,3.77
1658,3.56,3.02
1659,3.60,3.06
1660,4.02,3.88
1661,3.85,3.50
1662,8.68,8.53
1663,8.67,8.61
1664,4.34,3.89
1665,4.26,3.91
1666,3.43,2.96
1667,3.40,3.18
1668,3.76,3.51
1669,4.03,3.46
1670,3.58,3.48
1671,3.74,3.07
1672,4.01,3.60
1673,3.99,3.57
1674,3.50,3.07
1675,3.38,3.15
1676,3.67,3.60
1677,4.06,3.79
1678,3.66,3.59
1679,3.97,3.60
1680,4.39,3.70
1681,4.02,3.93
1682,3.62,3.30
1683,3.60,3.07
1684,4.49,3.90
1685,4.13,3.88
1686,3.51,3.14
1687,3.36,2.98
1688,4.02,3.60
1689,3.90,3.64
1690,3.76,3.45
1691,3.95,3.21
1692,4.24,3.80
1693,3.98,4.01
1694,4.23,3.77
1695,4.46,3.80
1696,3.92,3.77
1697,4.17,3.85
1698,3.53,3.34
1699,3.57,3.76
1700,4.49,3.87
1701,3.99,3.78
1702,3.42,3.16
1703,3.19,3.09
1704,4.10,3.80
1705,4.04,3.62
1706,3.47,3.09
1707,3.35,3.10
1708,4.34,3.94
1709,4.08,3.70
1710,4.09,3.78
1711,4.16,3.79
1712,3.88,3.66
1713,4.33,4.03
1714,3.61,3.41
1715,4.32,3.49
1716,4.11,3.85
1717,4.22,4.16
1718,3.29,3.16
1719,3.36,3.18
1720,4.38,3.98
1721,4.20,3.82
1722,3.88,3.76
1723,3.67,3.84
1724,4.53,3.93
1725,4.63,3.89
1726,4.80,4.40
1727,4.74,4.17
1728,4.42,4.21
1729,4.36,4.02
1730,3.69,3.53
1731,3.80,3.31
1732,4.42,4.10
1733,4.41,4.40
1734,3.85,3.51
1735,3.81,3.28
1736,4.74,4.13
1737,4.58,4.22
1738,3.67,3.45
1739,3.72,3.61
1740,4.25,4.42
1741,4.54,3.94
1742,4.52,4.82
1743,4.70,4.52
1744,5.62,5.65
1745,4.64,4.56
1746,4.19,3.77
1747,4.15,3.78
1748,4.85,4.62
1749,4.72,5.08
1750,4.12,3.63
1751,3.68,3.98
1752,4.45,4.62
1753,4.33,4.66
1754,4.00,4.05
1755,4.03,3.85
1756,4.93,4.48
1757,5.13,4.73
1758,4.75,4.54
1759,4.78,4.80
1760,4.53,4.33
1761,4.65,4.48
1762,4.03,3.65
1763,4.27,3.67
1764,4.42,4.33
1765,6.81,6.51
1766,7.82,5.06
1767,7.66,4.01
1768,4.65,5.68
1769,7.44,4.62
1770,4.74,5.36
1771,5.38,4.33
1772,5.13,8.24
1773,5.96,6.75
1774,5.79,7.98
1775,5.36,7.08
1776,5.46,5.38
1777,7.41,7.06
1778,6.31,4.62
1779,4.33,5.35
1780,4.85,4.76
1781,4.85,4.55
1782,4.28,3.99
1783,3.90,3.94
1784,4.53,4.39
1785,4.68,4.60
1786,5.13,5.31
1787,9.16,4.81
1788,8.04,5.62
1789,8.24,5.72
1790,17.47,21.09
1791,17.53,19.55
1792,6.74,5.69
1793,5.08,6.49
1794,4.13,4.08
1795,6.04,5.53
1796,6.25,7.01
1797,5.02,4.69
1798,4.69,4.10
1799,3.78,3.66
1800,5.32,4.90
1801,5.81,5.38
1802,7.59,4.77
1803,4.82,5.85
1804,5.25,5.10
1805,5.26,5.69
1806,6.30,6.79
1807,6.12,6.07
1808,5.97,6.33
1809,6.61,6.07
1810,4.21,3.88
1811,5.17,4.22
1812,5.14,5.09
1813,5.00,4.69
1814,3.99,4.10
1815,4.40,4.08
1816,5.12,5.52
1817,6.71,6.43
1818,4.49,6.72
1819,5.00,4.75
1820,5.35,6.43
1821,5.48,5.33
1822,7.34,5.99
1823,6.86,5.85
1824,7.48,7.32
1825,7.02,6.56
1826,5.69,4.76
1827,4.94,4.49
1828,5.33,5.29
1829,5.24,5.24
1830,4.49,4.10
1831,4.67,4.19
1832,5.04,4.82
1833,5.01,5.05
1834,5.08,5.50
1835,5.04,4.93
1836,5.93,5.84
1837,5.67,6.09
1838,6.20,6.00
1839,5.50,4.99
1840,5.23,4.94
1841,5.10,4.75
1842,4.29,3.96
1843,5.36,4.07
1844,4.97,4.50
1845,4.83,4.56
1846,4.70,3.87
1847,4.76,4.05
1848,5.16,4.89
1849,5.54,4.74
1850,6.30,5.72
1851,6.17,5.42
1852,6.51,7.05
1853,7.12,6.87
1854,8.02,6.98
1855,7.78,6.41
1856,6.86,4.92
1857,6.35,5.98
1858,4.54,5.05
1859,4.92,4.68
1860,6.74,5.70
1861,6.85,5.63
1862,5.00,4.97
1863,4.36,4.80
1864,4.96,4.76
1865,5.08,4.88
1866,6.57,5.11
1867,4.90,4.56
1868,4.93,5.27
1869,4.71,4.49
1870,5.29,4.77
1871,5.59,5.01
1872,5.47,4.90
1873,6.99,5.68
1874,6.05,4.78
1875,4.96,4.48
1876,6.36,4.92
1877,5.75,4.82
1878,4.62,4.30
1879,4.31,4.04
1880,5.39,5.04
1881,4.95,4.61
1882,4.88,4.32
1883,4.67,4.41
1884,6.59,5.09
1885,5.33,4.97
1886,6.08,5.89
1887,6.11,5.27
1888,4.99,4.67
1889,5.16,4.96
1890,4.82,4.18
1891,4.74,4.19
1892,5.26,4.79
1893,5.00,4.73
1894,4.52,4.93
1895,4.39,4.22
1896,5.05,5.04
1897,5.34,4.76
1898,5.66,5.62
1899,5.49,4.46
1900,5.30,4.90
1901,5.61,4.91
1902,5.48,4.94
1903,5.75,5.14
1904,6.53,5.22
1905,5.21,4.97
1906,4.64,4.54
1907,4.96,4.33
1908,5.73,5.01
1909,5.40,5.17
1910,5.65,5.04
1911,5.33,5.12
1912,6.34,6.82
1913,6.04,5.71
1914,5.11,4.79
1915,5.28,4.58
1916,5.63,5.25
1917,5.86,5.25
1918,12.75,12.03
1919,12.68,12.20
1920,5.38,4.91
1921,5.96,6.35
1922,4.77,4.76
1923,4.97,4.23
1924,5.51,4.90
1925,5.54,5.05
1926,4.63,4.60
1927,4.64,4.31
1928,5.49,5.29
1929,5.56,6.56
1930,4.93,4.58
1931,4.85,4.47
1932,5.44,5.83
1933,6.02,5.02
1934,5.73,5.03
1935,5.49,5.03
1936,6.08,5.69
1937,5.46,5.23
1938,5.20,4.72
1939,4.91,4.64
1940,6.00,5.77
1941,6.02,5.49
1942,4.73,4.58
1943,5.28,5.01
1944,5.90,5.60
1945,5.60,5.59
1946,4.85,4.59
1947,5.21,5.07
1948,6.19,5.31
1949,5.36,5.08
1950,6.53,6.04
1951,6.09,5.70
1952,5.64,5.05
1953,5.47,5.19
1954,4.84,4.48
1955,4.95,4.40
1956,5.63,5.17
1957,5.45,5.18
1958,5.28,5.55
1959,5.29,4.33
1960,5.56,5.54
1961,6.19,5.38
1962,4.96,4.81
1963,5.11,4.57
1964,5.59,5.43
1965,5.55,5.41
1966,6.22,6.26
1967,6.24,5.70
1968,6.16,5.85
1969,6.30,5.91
1970,5.48,5.32
1971,5.70,5.42
1972,5.83,5.61
1973,6.12,5.74
1974,4.96,4.98
1975,4.89,4.78
1976,6.27,5.52
1977,5.48,5.56
1978,5.09,4.74
1979,5.07,4.61
1980,6.31,5.30
1981,5.76,5.85
1982,7.05,6.31
1983,7.24,6.39
1984,5.52,5.40
1985,5.70,5.30
1986,5.03,4.83
1987,4.97,4.74
1988,6.17,5.50
1989,5.56,5.31
1990,5.30,5.15
1991,5.29,4.95
1992,5.84,5.84
1993,5.96,5.39
1994,5.14,4.87
1995,5.08,6.56
1996,6.79,8.65
1997,6.09,6.69
1998,6.49,6.20
1999,6.65,6.23
2000,6.89,6.71
2001,6.54,5.91
2002,5.21,4.50
2003,5.55,4.69
2004,5.81,5.73
2005,5.61,5.30
2006,5.02,5.34
2007,4.77,4.59
2008,5.61,5.00
2009,5.97,5.12
2010,6.96,5.33
2011,8.09,6.19
2012,6.04,6.72
2013,5.99,7.13
2014,7.09,6.36
2015,6.28,7.08
2016,6.68,5.94
2017,7.20,6.41
2018,5.17,5.35
2019,6.64,5.81
2020,7.03,6.57
2021,6.18,5.96
2022,5.18,4.83
2023,4.73,5.63
2024,5.84,6.65
2025,5.66,6.93
2026,5.33,4.70
2027,5.05,5.10
2028,5.78,5.71
2029,7.72,8.55
2030,10.83,8.53
2031,8.91,10.67
2032,6.33,6.17
2033,5.97,6.03
2034,5.55,5.22
2035,4.86,6.14
2036,8.27,7.85
2037,6.71,8.39
2038,6.31,6.57
2039,5.64,6.32
2040,7.88,7.73
2041,6.77,6.53
2042,6.66,6.14
2043,7.02,5.82
2044,6.99,5.86
2045,6.75,7.03
2046,22.47,21.10
2047,22.85,22.87
2048,6.01,5.51
2049,6.44,6.59
2050,5.52,5.58
2051,5.63,5.33
2052,7.64,9.31
2053,8.29,7.20
2054,5.34,5.57
2055,5.12,6.08
2056,6.52,7.14
2057,7.47,6.71
2058,6.50,5.38
2059,5.65,5.80
2060,7.33,6.39
2061,6.79,6.48
2062,9.71,10.18
2063,10.50,10.31
2064,6.19,6.25
2065,6.43,6.38
2066,5.42,5.04
2067,5.58,4.86
2068,6.71,6.70
2069,6.92,6.45
2070,8.57,5.63
2071,5.05,6.03
2072,7.36,7.39
2073,6.28,6.07
2074,5.80,5.50
2075,5.74,5.71
2076,7.41,7.29
2077,7.36,8.25
2078,6.66,6.25
2079,6.22,6.81
2080,6.97,6.56
2081,6.64,6.16
2082,5.95,6.95
2083,5.30,6.50
2084,7.73,7.99
2085,8.22,7.38
2086,5.29,6.50
2087,6.51,6.33
2088,6.79,7.27
2089,6.46,6.97
2090,6.11,6.05
2091,5.77,5.74
2092,6.62,6.35
2093,6.91,7.08
2094,8.49,7.25
2095,7.24,7.88
2096,8.14,7.92
2097,7.12,7.46
2098,6.25,6.06
2099,7.01,5.49
2100,6.41,6.05
2101,6.20,6.06
2102,5.79,5.03
2103,5.56,5.07
2104,6.48,7.65
2105,6.21,6.12
2106,5.93,5.54
2107,5.67,5.44
2108,8.36,9.18
2109,7.25,6.99
2110,10.07,9.54
2111,9.28,9.31
2112,6.33,7.19
2113,7.29,7.27
2114,5.87,5.49
2115,7.54,6.25
2116,7.92,7.21
2117,7.04,6.41
2118,5.48,5.55
2119,5.93,5.41
2120,6.51,6.07
2121,6.58,6.36
2122,5.65,5.59
2123,6.23,6.19
2124,7.16,7.21
2125,7.46,6.85
2126,9.28,10.98
2127,10.27,8.95
2128,8.41,8.94
2129,8.42,9.22
2130,10.05,12.46
2131,8.32,7.36
2132,8.04,7.40
2133,7.43,7.32
2134,6.01,6.86
2135,7.47,6.12
2136,7.75,6.92
2137,7.79,6.66
2138,6.34,6.50
2139,5.94,5.45
2140,8.43,6.63
2141,6.79,6.37
2142,7.43,6.90
2143,7.08,6.93
2144,6.86,6.40
2145,6.61,6.37
2146,6.00,5.54
2147,6.43,6.15
2148,8.47,7.34
2149,7.07,7.19
2150,5.99,5.71
2151,6.11,5.74
2152,7.01,7.15
2153,6.87,7.00
2154,6.14,6.13
2155,6.42,6.39
2156,6.84,7.03
2157,6.94,7.01
2158,7.43,7.01
2159,7.31,6.89
2160,7.08,7.06
2161,7.54,9.22
2162,6.72,6.61
2163,6.35,6.44
2164,7.88,7.71
2165,8.72,8.08
2166,7.03,6.91
2167,7.15,7.54
2168,7.40,7.43
2169,7.45,7.50
2170,6.40,6.27
2171,6.33,6.18
2172,7.20,7.11
2173,7.38,7.23
2174,17.62,18.86
2175,17.06,17.01
2176,8.16,7.37
2177,7.55,6.93
2178,6.38,6.35
2179,6.55,6.97
2180,7.49,7.16
2181,7.30,7.20
2182,6.01,5.72
2183,6.19,5.90
2184,7.38,7.13
2185,7.14,7.16
2186,7.83,7.38
2187,6.54,6.30
2188,7.26,7.95
2189,7.38,7.39
2190,7.84,7.22
2191,7.97,7.43
2192,7.71,7.86
2193,8.63,8.64
2194,6.38,6.28
2195,6.60,6.30
2196,8.03,7.56
2197,7.75,7.42
2198,7.40,6.94
2199,7.13,6.73
2200,8.20,8.29
2201,8.14,8.78
2202,7.68,7.62
2203,7.58,7.45
2204,7.79,8.03
2205,7.70,7.58
2206,8.06,7.82
2207,7.92,7.69
2208,7.68,7.15
2209,7.65,7.64
2210,7.37,6.37
2211,6.80,6.59
2212,7.74,7.55
2213,8.16,7.78
2214,6.46,6.41
2215,6.74,6.49
2216,7.79,7.67
2217,7.78,7.57
2218,6.80,6.50
2219,6.78,6.66
2220,7.65,7.34
2221,7.74,7.56
2222,7.90,7.74
2223,7.97,7.82
2224,8.00,7.52
2225,7.57,7.79
2226,6.92,6.58
2227,6.83,6.59
2228,8.19,8.02
2229,7.47,7.55
2230,6.47,6.56
2231,6.70,6.70
2232,7.66,7.76
2233,7.63,7.69
2234,7.00,6.79
2235,7.02,6.92
2236,8.58,8.21
2237,8.07,8.17
2238,9.89,10.02
2239,10.35,9.61
2240,8.51,8.44
2241,8.46,8.35
2242,7.30,6.86
2243,7.23,6.85
2244,8.21,7.84
2245,7.69,8.00
2246,7.21,6.83
2247,7.33,6.96
2248,8.31,7.69
2249,7.85,7.74
2250,7.08,7.15
2251,7.03,7.41
2252,8.53,8.08
2253,7.79,8.06
2254,9.25,8.33
2255,8.69,8.31
2256,7.93,8.53
2257,8.53,8.29
2258,7.09,6.75
2259,6.91,7.63
2260,9.05,8.06
2261,8.01,8.11
2262,6.85,6.92
2263,7.29,6.84
2264,7.99,7.80
2265,8.38,7.86
2266,7.38,7.07
2267,7.49,7.05
2268,8.27,7.87
2269,8.08,8.05
2270,8.86,8.69
2271,8.80,8.92
2272,8.52,8.37
2273,7.94,8.06
2274,8.03,7.75
2275,7.68,7.54
2276,8.35,8.60
2277,8.75,8.69
2278,7.65,7.92
2279,7.60,7.25
2280,8.97,10.13
2281,8.63,9.50
2282,7.58,7.40
2283,7.51,7.51
2284,8.53,8.05
2285,8.44,8.38
2286,8.40,8.49
2287,8.60,8.40
2288,8.98,8.55
2289,8.46,8.38
2290,7.36,7.84
2291,7.66,7.36
2292,9.21,9.11
2293,9.23,8.39
2294,7.40,7.42
2295,7.57,7.43
2296,8.42,8.61
2297,8.39,8.25
2298,7.25,7.21
2299,7.23,7.48
2300,8.49,8.43
2301,8.21,8.64
2302,24.21,24.72
2303,23.94,24.66
2304,9.62,8.83
2305,8.57,8.49
2306,7.67,7.63
2307,7.80,7.31
2308,8.54,8.28
2309,8.14,8.23
2310,7.57,7.61
2311,7.59,7.49
2312,8.56,8.46
2313,8.40,8.40
2314,8.21,8.03
2315,8.21,7.94
2316,8.96,9.03
2317,8.92,9.03
2318,9.36,8.93
2319,9.19,8.88
2320,9.34,9.62
2321,9.82,9.74
2322,8.19,7.90
2323,8.48,8.06
2324,8.81,8.61
2325,8.89,8.60
2326,7.91,7.91
2327,7.99,7.71
2328,8.62,8.84
2329,8.48,8.46
2330,7.73,7.45
2331,7.48,8.10
2332,8.61,8.91
2333,8.76,8.60
2334,9.38,9.30
2335,9.54,9.32
2336,9.03,8.94
2337,9.12,9.12
2338,7.79,7.87
2339,7.70,8.26
2340,8.60,8.65
2341,8.69,8.58
2342,8.03,7.87
2343,7.82,7.95
2344,8.50,8.67
2345,9.09,9.85
2346,8.27,8.08
2347,8.21,8.42
2348,9.12,8.96
2349,8.66,9.01
2350,9.25,9.37
2351,9.26,9.04
2352,9.06,8.99
2353,10.04,9.71
2354,8.17,8.21
2355,8.76,8.09
2356,9.29,9.16
2357,9.57,9.27
2358,8.49,8.49
2359,8.45,8.40
2360,8.65,8.95
2361,8.98,8.97
2362,8.70,8.53
2363,8.78,8.76
2364,9.16,9.54
2365,9.25,9.15
2366,12.19,11.37
2367,11.35,12.36
2368,9.36,9.32
2369,9.34,9.49
2370,8.16,8.15
2371,8.56,8.25
2372,9.49,9.51
2373,9.32,9.93
2374,8.57,8.24
2375,8.18,7.99
2376,9.20,9.23
2377,9.33,9.15
2378,9.08,8.65
2379,8.34,8.33
2380,8.97,8.94
2381,9.25,9.29
2382,9.84,9.73
2383,9.59,9.35
2384,9.61,9.59
2385,9.55,9.68
2386,8.54,8.22
2387,8.52,8.18
2388,9.23,9.40
2389,9.67,9.49
2390,7.89,7.80
2391,7.93,8.68
2392,9.18,9.29
2393,9.26,9.24
2394,8.47,8.98
2395,8.60,8.35
2396,9.48,9.66
2397,9.50,9.82
2398,10.31,10.65
2399,10.86,10.53
2400,9.58,9.84
2401,9.97,10.02
2402,8.83,8.81
2403,8.87,8.85
2404,9.87,10.01
2405,9.61,9.89
2406,9.43,9.44
2407,9.47,9.37
2408,9.78,10.50
2409,9.76,9.78
2410,8.62,8.69
2411,8.69,8.69
2412,9.49,9.74
2413,9.62,10.04
2414,10.26,10.36
2415,10.46,10.10
2416,9.41,10.20
2417,9.81,10.01
2418,9.28,9.59
2419,8.67,8.93
2420,9.43,9.47
2421,9.71,9.88
2422,9.12,8.70
2423,10.93,10.70
2424,10.56,11.91
2425,9.61,9.62
2426,9.33,9.38
2427,9.38,9.19
2428,9.92,10.93
2429,9.69,9.70
2430,21.16,21.85
2431,21.40,21.86
2432,9.52,10.06
2433,9.96,10.01
2434,8.95,8.81
2435,8.90,9.32
2436,9.77,10.26
2437,9.98,10.84
2438,9.07,8.99
2439,9.20,9.18
2440,9.88,10.28
2441,9.96,10.10
2442,9.02,9.48
2443,9.35,9.22
2444,10.61,10.69
2445,10.90,10.90
2446,12.47,10.79
2447,10.96,11.40
2448,9.85,10.15
2449,10.01,10.05
2450,9.42,9.51
2451,9.40,9.54
2452,10.61,10.85
2453,11.00,10.85
2454,9.21,9.28
2455,10.09,9.60
2456,10.67,11.41
2457,10.03,10.16
2458,9.13,8.86
2459,8.93,10.40
2460,10.14,10.11
2461,10.18,10.44
2462,11.42,11.29
2463,11.44,11.15
2464,10.20,10.55
2465,11.43,10.57
2466,9.52,9.71
2467,9.07,9.02
2468,10.37,10.27
2469,10.24,10.40
2470,9.09,8.94
2471,9.21,9.15
2472,10.19,10.27
2473,9.87,10.30
2474,10.26,9.27
2475,9.12,9.20
2476,10.54,10.93
2477,10.61,10.54
2478,10.90,11.15
2479,10.94,11.02
2480,10.51,11.09
2481,10.41,10.64
2482,9.78,9.92
2483,10.79,10.52
2484,10.51,11.30
2485,10.49,11.13
2486,9.99,10.01
2487,10.23,10.06
2488,11.22,11.63
2489,11.19,11.69
2490,10.72,10.74
2491,10.75,10.88
2492,13.85,12.80
2493,10.65,10.83
2494,13.05,12.85
2495,12.76,12.77
2496,11.09,10.94
2497,11.31,11.24
2498,10.29,9.94
2499,9.90,10.18
2500,10.77,10.98
2501,12.01,11.96
2502,10.12,10.04
2503,10.09,9.72
2504,10.49,10.88
2505,10.75,10.91
2506,9.64,9.74
2507,9.75,9.67
2508,10.65,10.96
2509,10.65,10.95
2510,12.86,11.86
2511,10.90,10.98
2512,10.55,10.76
2513,10.87,11.21
2514,10.28,10.30
2515,10.37,10.35
2516,10.76,10.97
2517,10.64,11.00
2518,10.30,10.22
2519,10.90,10.52
2520,11.36,11.15
2521,10.93,11.18
2522,10.10,9.88
2523,9.91,10.04
2524,10.95,11.31
2525,11.12,11.32
2526,12.74,12.27
2527,12.49,12.29
2528,11.19,11.38
2529,11.58,11.68
2530,9.76,10.09
2531,10.36,10.48
2532,11.42,11.31
2533,10.97,11.20
2534,11.08,11.06
2535,10.61,10.57
2536,11.99,11.70
2537,11.10,11.32
2538,10.78,10.67
2539,10.64,10.62
2540,11.30,11.57
2541,11.23,11.62
2542,12.55,12.13
2543,12.13,12.26
2544,11.48,12.39
2545,11.40,12.04
2546,10.01,10.20
2547,10.27,10.32
2548,11.56,11.67
2549,11.65,11.74
2550,10.64,10.39
2551,10.78,9.96
2552,11.20,11.34
2553,11.76,11.83
2554,10.51,10.52
2555,10.23,11.37
2556,11.42,11.42
2557,11.63,12.25
2558,41.11,43.23
2559,43.11,43.38
2560,11.50,11.76
2561,12.94,13.95
2562,10.33,10.59
2563,10.29,10.58
2564,11.15,11.45
2565,11.40,12.28
2566,10.17,10.02
2567,10.42,10.34
2568,11.35,11.43
2569,12.49,11.48
2570,10.14,10.12
2571,10.02,10.64
2572,11.45,11.89
2573,12.01,11.70
2574,12.43,12.29
2575,12.34,12.25
2576,11.50,11.77
2577,11.60,13.95
2578,10.95,12.36
2579,10.35,10.35
2580,11.68,12.53
2581,11.24,11.58
2582,10.71,10.54
2583,10.62,10.70
2584,12.51,12.13
2585,11.69,11.97
2586,10.82,11.62
2587,10.77,10.90
2588,11.98,12.41
2589,12.01,12.52
2590,13.60,13.37
2591,13.57,13.47
2592,11.72,11.91
2593,11.80,11.99
2594,10.85,10.74
2595,11.86,11.12
2596,11.54,11.93
2597,11.82,12.79
2598,11.27,11.29
2599,11.27,11.31
2600,12.06,12.77
2601,12.17,12.39
2602,10.98,11.12
2603,10.88,11.27
2604,11.80,12.15
2605,12.48,12.44
2606,12.78,12.96
2607,13.19,13.33
2608,11.80,12.21
2609,11.73,13.10
2610,11.03,11.17
2611,11.06,11.37
2612,11.99,12.45
2613,12.13,12.46
2614,11.47,11.70
2615,11.24,11.62
2616,11.97,12.44
2617,12.00,13.35
2618,11.10,11.39
2619,11.18,11.27
2620,12.09,12.29
2621,12.14,12.34
2622,15.10,16.12
2623,16.65,16.87
2624,12.31,12.69
2625,12.15,12.35
2626,11.53,11.64
2627,11.40,11.66
2628,12.21,12.75
2629,12.34,12.58
2630,11.49,11.65
2631,11.51,11.47
2632,12.53,12.81
2633,12.39,12.77
2634,11.57,11.74
